Editora,ISBN,Ano,Edição,Origem,Encadernação,Idioma,País,Páginas,preço,nome,categoria,Autores
INTRINSECA,6555600292,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,736,59.9,SOL DA MEIA-NOITE,LITERATURA INTERNACIONAL,STEPHENIE MEYER
NOVO SECULO,8542816935,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,676,59.9,BOX TERRÍVEIS MESTRES (3 LIVROS + PÔSTER + SUPLEMENTO),LITERATURA INTERNACIONAL,EDGAR ALLAN POE
LEYA,8544101178,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,4032,315.0,HISTÓRIA DA LITERATURA OCIDENTAL - 10 VOLUMES,LITERATURA INTERNACIONAL,OTTO MARIA CARPEAUX
OUTRA,9788594550279,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,200,27.22,"É ISSO!: 21 REVELAÇÕES DOS FUNDAMENTOS PARA TORNAR A VIDA MAIS VALOROSA NA SAÚDE FÍSICA, FAMILIAR, SOCIAL, EMOCIONAL, PROFISSIONAL E FINANCEIRA",ECONOMIA,DESCONHECIDO
OUTRA,9788563178961,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,23.32,RH DIRETO AO PONTO: ROMPENDO PRECEITOS,ECONOMIA,DESCONHECIDO
OUTRA,9788594551245,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,200,27.22,ACADEMIAS DE SUCESSO: O MANUAL COMPLETO E DEFINITIVO PARA O SEGMENTO FITNESS,ECONOMIA,DESCONHECIDO
OUTRA,9788594551979,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,184,31.12,A CHAVE DA VENDA DE IMÓVEIS: DICAS E PRÁTICAS QUE TODO CORRETOR DEVE SABER PARA ALAVANCAR SEUS NEGÓCIOS,ECONOMIA,DESCONHECIDO
OUTRA,9788594552532,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,216,27.22,"SER PLENA: CONQUISTE O SUCESSO NA CARREIRA, NAS FINANÇAS E NO SEXO!",ECONOMIA,DESCONHECIDO
OUTRA,9788594550606,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,31.12,"NUNCA MAIS PERCA UMA VENDA, EM HIPOTESE NENHUMA",ECONOMIA,DESCONHECIDO
OUTRA,9788576800798,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,260,77.22,REINVENTANDO GERENCIAMENTO DE PROJETOS: A ABORDAGEM DIAMANTE AO CRESCIMENTO E INOVAÇÃO BEM-SUCEDIDOS,ECONOMIA,DESCONHECIDO
SARAIVA EDITORA,8547218467,2017,2017,USADO,BROCHURA,PORTUGUÊS,BRASIL,384,63.0,MANUAL DE COMÉRCIO EXTERIOR E NEGÓCIOS INTERNACIONAIS,ECONOMIA,MARCO ANTONIO S. VASCONCELLOS
OUTRA,9789896942311,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,114,46.33,MARKETING E GESTÃO DA RELAÇÃO COM O CLIENTE,ECONOMIA,DESCONHECIDO
OUTRA,9789724045474,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,250,149.76,PROBABILIDADE E PROCESSOS ESTOCÁSTICOS: UMA ABORDAGEM RIGOROSA COM VISTA AOS MODELOS EM FINANÇAS,ECONOMIA,DESCONHECIDO
OUTRA,9789896944667,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,184,93.13,"RETRIBUIÇÕES, PRÉMIOS E INCENTIVOS",ECONOMIA,DESCONHECIDO
VOZES,8532629709,2004,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,62.2,REESTRUTURAÇAO PRODUTIVA,ECONOMIA,MARCIO POCHMANN
DUBLINENSE,8562757926,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,176,35.0,A OUTRA PRAIA,LITERATURA INTERNACIONAL,GUSTAVO NIELSEN
FABRICA 231,8568432948,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,304,39.5,30 E POUCOS ANOS E UMA MÁQUINA DO TEMPO,LITERATURA INTERNACIONAL,MO DAVIAU
NOVO SECULO,8542805208,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,35.0,ESPERE ATÉ HELEN CHEGAR,LITERATURA INTERNACIONAL,MARY DOWNING HAHN
TUSQUETS EDITORES,854220767X,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,384,34.57,UM CARRETEL DE LINHA AZUL,LITERATURA INTERNACIONAL,ANNE TYLER
NOVO CONCEITO,8581638066,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,288,44.9,"DESCONHECIDA, A",LITERATURA INTERNACIONAL,PETER SWANSON
JANGADA,8555390761,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,416,44.0,O TERCEIRO TESTAMENTO,LITERATURA INTERNACIONAL,CHRISTOPHER GALT
NOVO CONCEITO,8581638120,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,288,49.9,"MENINA QUE NAO ACREDITA EM MILAGRES, A",LITERATURA INTERNACIONAL,WENDY WUNDER
FARO EDITORIAL,8562409812,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,312,44.9,MARCA DO CAOS,LITERATURA INTERNACIONAL,SYLVIA DAY
OUTRA,9786555060515,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,120,30.42,INDÚSTRIA 4.0: IMPACTOS SOCIAIS E PROFISSIONAIS,ECONOMIA,DESCONHECIDO
ÚNICA EDITORA,8567028817,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,44.9,HORAS DECISIVAS,LITERATURA INTERNACIONAL,CASEY SHERMAN; TOUGIAS MICHAEL
OUTRA,9789724081564,2014,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,680,163.33,CONTABILIDADE DAS SOCIEDADES E CONSOLIDAÇÃO DE CONTAS: CASOS PRÁTICOS,ECONOMIA,DESCONHECIDO
ROCCO,8532529909,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,34.5,CIDADE DOS ÚLTIMOS DIAS,LITERATURA INTERNACIONAL,BEN WINTERS
OUTRA,9789724062044,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,162,69.73,FAMÍLIAS ENDIVIDADAS: UMA ABORDAGEM DE ECONOMIA POLÍTICA E COMPORTAMENTAL,ECONOMIA,DESCONHECIDO
VOZES,8532626521,2002,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,75.2,"MUNDO POS-CORPORATIVO, O",ECONOMIA,DAVID C. KORTEN
ATLAS EDITORA,8597024534,2021,10,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,400,179.0,MACROECONOMIA,ECONOMIA,N. GREGORY MANKIW
OUTRA,9788566997279,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,264,23.32,"TODOS SE COMUNICAM, POUCOS SE CONECTAM: DESENVOLVA A COMUNICAÇÃO EFICAZ E POTENCIALIZE SUA CARREIRA NA ERA DA CONECTIVIDADE",ECONOMIA,DESCONHECIDO
HARPER COLLINS BR,8569809875,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,432,44.9,"NAO SOU EU, E VOCE",LITERATURA INTERNACIONAL,MHAIRI MCFARLANE
COMPANHIA DAS LETRAS,8535927220,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,616,43.07,PUREZA,LITERATURA INTERNACIONAL,JONATHAN FRANZEN
INTRINSECA,8551001280,2017,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,288,49.9,MITOLOGIA NÓRDICA,LITERATURA INTERNACIONAL,NEIL GAIMAN
GRYPHUS,8583110492,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,176,39.9,EU SOU UM SER EMOCIONAL,LITERATURA INTERNACIONAL,EVE ENSLER
LEYA CASA DA PALAVRA,8544105211,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,230,44.9,CAÇADOR EM FUGA,LITERATURA INTERNACIONAL,DANIEL ABRAHAM; GARDNER DOZOIS; GEORGE R. R. MARTIN
ALFAGUARA BRASIL,8579622875,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,42.9,SENHOR DAS MOSCAS,LITERATURA INTERNACIONAL,WILLIAM GOLDING
SUMA DE LETRAS BRASI,8556510434,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,784,72.9,O LABIRINTO DOS ESPÍRITOS,LITERATURA INTERNACIONAL,CARLOS RUIZ ZAFON
COMPANHIA DAS LETRAS,8535928200,2016,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,856,97.9,A MONTANHA MÁGICA,LITERATURA INTERNACIONAL,THOMAS MANN
RECORD,8501095036,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,384,69.9,"AMIGOS, AMANTES E OUTRAS INDISCRIÇÕES",LITERATURA INTERNACIONAL,FIONA NEILL
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,25.2,O OFICIO,LITERATURA INTERNACIONAL,DESCONHECIDO
ARQUEIRO,8580418933,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,44.9,PRINCESA DAS CINZAS (PRINCESA DAS CINZAS – LIVRO 1),LITERATURA INTERNACIONAL,LAURA SEBASTIAN
BIBLIOTECA AZUL,8525052248,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,216,49.9,FAHRENHEIT 451,LITERATURA INTERNACIONAL,RAY BRADBURY
COMPANHIA DAS LETRAS,8535918507,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,328,52.9,HIBISCO ROXO,LITERATURA INTERNACIONAL,CHIMAMANDA NGOZI ADICHIE
BIBLIOTECA AZUL,8525061840,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,44.9,ANA DE AMSTERDAM,LITERATURA INTERNACIONAL,ANA CASSIA REBELO
FABRICA 231,8568432956,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,49.5,UMA PEQUENA MENTIRA,LITERATURA INTERNACIONAL,K A TUCKER
SEGUINTE,853591112X,2007,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,44.9,O MENINO DO PIJAMA LISTRADO,LITERATURA INTERNACIONAL,JOHN BOYNE
HARPER COLLINS BR,8522015031,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,448,40.9,SPARTACUS - A REBELIAO,LITERATURA INTERNACIONAL,BEN KANE
GRUA LIVROS,8561578521,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,21.76,"PEDRA DE TOQUE, A",LITERATURA INTERNACIONAL,EDITH WHARTON
PLANETA DO BRASIL,8542209982,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,41.9,A DESCONHECIDA,LITERATURA INTERNACIONAL,MARY KUBICA
OUTRA,9788582306239,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,100,30.8,CONVERSAS SOBRE FEEDBACK: 100 PERGUNTAS PARA ESTIMULAR A INTERAÇÃO NAS ORGANIZAÇÕES,ECONOMIA,DESCONHECIDO
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,44.95,O DESENVOLVIMENTO ECONÔMICO DA AMÉRICA LATINA DESDE A INDEPENDÊNCIA,ECONOMIA,DESCONHECIDO
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,51.5,ECONOMIA BRASILEIRA,ECONOMIA,DESCONHECIDO
OUTRA,9786558100201,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,264,38.92,INCLUSIFIQUE: COMO A INCLUSÃO E A DIVERSIDADE PODEM TRAZER MAIS INOVAÇÃO À SUA EMPRESA,ECONOMIA,DESCONHECIDO
OUTRA,9786556750019,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,260,102.9,PIS/PASEP E COFINS: COMO CALCULAR E RECOLHER,ECONOMIA,DESCONHECIDO
FARO EDITORIAL,6586041236,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,112,21.98,O ESSENCIAL DE MILTON FRIEDMAN,ECONOMIA,STEVEN LANDSBURG
BIBLIOTECA AZUL,8525060615,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,398,59.9,O LIVRO DE PEIXES DE GOULD,LITERATURA INTERNACIONAL,RICHARD FLANAGAN
BIBLIOTECA AZUL,8525063282,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,54.9,HOMENS IMPRUDENTEMENTE POÉTICOS,LITERATURA INTERNACIONAL,VALTER HUGO MAE
ROCCO JOVENS LEITORE,857980311X,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,34.5,A RODA DA ETERNIDADE,LITERATURA INTERNACIONAL,NEIL GAIMAN
GALERA RECORD,8501110124,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,686,69.9,CORTE DE ASAS E RUÍNA (VOL. 3 CORTE DE ESPINHOS E ROSAS),LITERATURA INTERNACIONAL,SARAH J. MAAS
INTRINSECA,8551004867,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,39.92,UM LUGAR BEM LONGE DAQUI,LITERATURA INTERNACIONAL,DELIA OWENS
GALERA RECORD,8501115606,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,238,44.9,CORTE DE GELO E ESTRELAS (VOL. 4 CORTE DE ESPINHOS E ROSAS),LITERATURA INTERNACIONAL,SARAH J. MAAS
INTRINSECA,8551005197,2019,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,320,59.9,O LABIRINTO DO FAUNO,LITERATURA INTERNACIONAL,CORNELIA FUNKE; GUILLERMO DEL TORO
HARPER COLLINS BR,8569809654,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,288,34.9,ENTRE O CEU E A TERRA,LITERATURA INTERNACIONAL,PAULA MCLAIN
ROSA DOS TEMPOS,8501117234,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,252,49.9,"EU, TITUBA: BRUXA NEGRA DE SALEM",LITERATURA INTERNACIONAL,MARYSE CONDE
TODAVIA,6580309695,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,64.9,SOBRE OS OSSOS DOS MORTOS,LITERATURA INTERNACIONAL,OLGA TOKARCZUK
OUTRA,9786586939682,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,31.12,SOU LIVRE PARA SER O QUE OU QUEM QUISER: ROMPENDO COM PADRÕES SOCIAIS,ECONOMIA,DESCONHECIDO
COMPANHIA DAS LETRAS,8535921893,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,568,62.9,O MUNDO DE SOFIA,LITERATURA INTERNACIONAL,JOSTEIN GAARDER
ROCCO,8532531563,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,448,54.9,OS TESTAMENTOS,LITERATURA INTERNACIONAL,MARGARET ATWOOD
OUTRA,9789896944728,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,154,105.3,"OBJETIVO, SIGNIFICADO E PAIXÃO",ECONOMIA,DESCONHECIDO
OUTRA,9788551302798,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,272,55.05,CUSTOMER SUCCESS: COMO AS EMPRESAS INOVADORAS DESCOBRIRAM QUE A MELHOR FORMA DE AUMENTAR A RECEITA É GARANTIR O SUCESSO DOS CLIENTES,ECONOMIA,DESCONHECIDO
OUTRA,9788597024562,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,89.25,FUNDAMENTOS DE ADMINISTRAÇÃO,ECONOMIA,DESCONHECIDO
OUTRA,9788551304402,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,304,55.05,NEUROMARKETING: COMO A NEUROCIÊNCIA ALIADA AO DESIGN PODE AUMENTAR O ENGAJAMENTO E A INFLUÊNCIA SOBRE OS CONSUMIDORES,ECONOMIA,DESCONHECIDO
OUTRA,9788575596456,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,240,42.9,TEMPO COMPRADO: A CRISE ADIADA DO CAPITALISMO DEMOCRÁTICO,ECONOMIA,DESCONHECIDO
OUTRA,9788575593585,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,592,75.66,"LIMITES DO CAPITAL, OS",ECONOMIA,DESCONHECIDO
OUTRA,9788595157163,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,424,132.61,"LOGÍSTICA E GERENCIAMENTO DA CADEIA DE DISTRIBUIÇÃO - ESTRATÉGIA, AVALIAÇÃO E OPERAÇÃO",ECONOMIA,DESCONHECIDO
ARQUEIRO,6555651059,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,2864,299.9,BOX OS BRIDGERTONS: 9 TÍTULOS DA SÉRIE + LIVRO EXTRA DE CRÔNICAS + CADERNO DE ANOTAÇÕES,LITERATURA INTERNACIONAL,JULIA QUINN
ARQUEIRO,6555651032,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,528,39.9,AS ESPIÃS DO DIA D,LITERATURA INTERNACIONAL,KEN FOLLET
TEMPORALIS,6587885349,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,432,49.9,GEORGE ORWELL: 1984 + A REVOLUÇÃO DOS BICHOS,LITERATURA INTERNACIONAL,GEORGE ORWELL
ARQUEIRO,6555651156,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,144,19.9,A REVOLUÇÃO DOS BICHOS,LITERATURA INTERNACIONAL,GEORGE ORWELL
OUTRA,9788522506187,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,25.74,DILEMA FISCAL: REMENDAR OU REFORMAR?,ECONOMIA,DESCONHECIDO
ARQUEIRO,655565130X,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,39.9,PROJETO DUQUESA (DINASTIA DOS DUQUES – LIVRO 1),LITERATURA INTERNACIONAL,SABRINA JEFFRIES
ARQUEIRO,6555651326,2021,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,320,49.9,O GUIA DO MOCHILEIRO DAS GALÁXIAS - EDIÇÃO ILUSTRADA,LITERATURA INTERNACIONAL,DOUGLAS ADAMS
GALERA RECORD,6555872497,2021,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,192,53.82,COMO O REI DE ELFHAME APRENDEU A ODIAR HISTÓRIAS,LITERATURA INTERNACIONAL,HOLLY BLACK
BERTRAND BRASIL,8528624404,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,280,42.27,LONGA PÉTALA DE MAR,LITERATURA INTERNACIONAL,ISABEL ALLENDE
GALERA RECORD,8501304352,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,1056,139.9,BOX O CASTELO ANIMADO,LITERATURA INTERNACIONAL,DIANA WYNNE JONES
ARQUEIRO,6555651407,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,44.9,O INOCENTE: AGORA SÉRIE ORIGINAL DA NETFLIX,LITERATURA INTERNACIONAL,HARLAN COBEN
TODAVIA,655692122X,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,59.9,MÉRITO,LITERATURA INTERNACIONAL,RACHEL CUSK
INTRINSECA,6555602422,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,752,69.9,LIVRE,LITERATURA INTERNACIONAL,E L JAMES
CHIADO BRASIL,9893700221,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,394,46.0,MEMÓRIAS DOS BÁLCÃS,LITERATURA INTERNACIONAL,AIRTON TOURINHO JR
PRINCIPIS,6555524197,2021,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,368,44.9,O MORRO DOS VENTOS UIVANTES,LITERATURA INTERNACIONAL,EMILY BRONTE
INTRINSECA,8598078174,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,480,39.92,A MENINA QUE ROUBAVA LIVROS,LITERATURA INTERNACIONAL,MARKUS ZUSAK
COMPANHIA DE BOLSO,8535907432,2005,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,272,34.9,O PROCESSO,LITERATURA INTERNACIONAL,FRANZ KAFKA
COMPANHIA DE BOLSO,8535912517,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,312,39.9,A INSUSTENTÁVEL LEVEZA DO SER,LITERATURA INTERNACIONAL,MILAN KUNDERA
INTRINSECA,655560154X,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,54.9,A METADE PERDIDA,LITERATURA INTERNACIONAL,BRIT BENNETT
OUTRA,9789896944889,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,162,152.1,INTELIGÊNCIA ARTIFICIAL,ECONOMIA,DESCONHECIDO
NOVO CONCEITO,8581632181,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,49.9,PAPERBOY,LITERATURA INTERNACIONAL,PETE DEXTER
EDITORA NACIONAL,8504018466,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,464,49.0,INDISCRETO,LITERATURA INTERNACIONAL,CHARLES DUBOW
COMPANHIA DAS LETRAS,8535922903,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,216,54.9,E NÓS COBRIMOS SEUS OLHOS,LITERATURA INTERNACIONAL,ALAA AL ASWANY
INTRINSECA,8580573297,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,44.9,COMO EU ERA ANTES DE VOCÊ,LITERATURA INTERNACIONAL,JOJO MOYES
COMPANHIA DAS LETRAS,8535923055,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,52.9,DEGELO,LITERATURA INTERNACIONAL,ILIJA TROJANOW
EDITORA NACIONAL,8504019586,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,384,44.9,OS BONS SEGREDOS,LITERATURA INTERNACIONAL,ANN LEARY
RECORD,6555870125,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,39,39.9,AS INSEPARÁVEIS,LITERATURA INTERNACIONAL,SIMONE DE BEAUVOIR
ARQUEIRO,6555650877,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,29.9,PECADOS NO INVERNO (AS QUATRO ESTAC¸O~ES DO AMOR – LIVRO 3),LITERATURA INTERNACIONAL,LISA KLEYPAS
INTRINSECA,6555601825,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,576,79.9,A DECODIFICADORA,LITERATURA INTERNACIONAL,WALTER ISAACSON
ARQUEIRO,8530601610,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,29.9,O MELHOR DE MIM,LITERATURA INTERNACIONAL,NICHOLAS SPARKS
PENGUIN COMPANHIA,8582851200,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,136,19.9,A FAZENDA DOS ANIMAIS,LITERATURA INTERNACIONAL,GEORGE ORWELL
COMPANHIA DAS LETRAS,8535930418,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,408,59.9,MEMORIAL DO CONVENTO (NOVA EDIÇÃO),LITERATURA INTERNACIONAL,JOSÉ SARAMAGO
OUTRA,9788595810778,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,240,33.0,"CIÊNCIA DA FELICIDADE,A",LITERATURA INTERNACIONAL,DESCONHECIDO
BUZZ EDITORA.,6586077656,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,304,44.9,365 DIAS,LITERATURA INTERNACIONAL,BLANKA LIPINSKA
OUTRA,9788543107165,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,39.92,SCRUM: A ARTE DE FAZER O DOBRO DO TRABALHO NA METADE DO TEMPO,LITERATURA INTERNACIONAL,DESCONHECIDO
OUTRA,9788525433206,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,416,27.22,"DIVINA COMÉDIA, A",LITERATURA INTERNACIONAL,DESCONHECIDO
NOVA FRONTEIRA,6556401285,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,176,39.9,O DESERTO DOS TÁRTAROS,LITERATURA INTERNACIONAL,DINO BUZZATI
ARQUEIRO,6555650613,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,544,59.9,A ROSA DA MEIA-NOITE,LITERATURA INTERNACIONAL,LUCINDA RILEY
ESTAÇAO LIBERDADE,8574483141,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,41.34,VIDA À VENDA,LITERATURA INTERNACIONAL,YUKIO MISHIMA
ARQUEIRO,6555650699,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,640,39.9,O SÍMBOLO PERDIDO,LITERATURA INTERNACIONAL,DAN BROWN
NOVA FRONTEIRA,6556400718,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,528,99.9,BOX STEFAN ZWEIG,LITERATURA INTERNACIONAL,STEFAN ZWEIG
BIBLIOTECA AZUL,8525057568,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,296,59.9,SUDÁRIO,LITERATURA INTERNACIONAL,JOHN BANVILLE
PARALELA,8584391878,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,49.9,THE DARE,LITERATURA INTERNACIONAL,ELLE KENNEDY
RECORD,8501119318,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,280,39.9,JOGOS PERIGOSOS,LITERATURA INTERNACIONAL,DANIELLE STEEL
RECORD,8501304042,2021,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,956,199.9,BOX GABRIEL GARCÍA MÁRQUEZ (EDIÇÃO DE COLECIONADOR),LITERATURA INTERNACIONAL,GABRIEL GARCIA MARQUEZ
SUMA DE LETRAS BRASI,8556511120,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,44.9,DEPOIS,LITERATURA INTERNACIONAL,STEPHEN KING
ARQUEIRO,6555650842,2021,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,512,49.9,O VISCONDE QUE ME AMAVA – EDIÇÃO LUXO,LITERATURA INTERNACIONAL,JULIA QUINN
NOVA FRONTEIRA,6556401277,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,640,54.9,MOBY DICK,LITERATURA INTERNACIONAL,HERMAN MELVILLE
EDITORA ALEPH,6586064376,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,400,39.9,1984,LITERATURA INTERNACIONAL,GEORGE ORWELL
OUTRA,9786555660210,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,176,27.22,CRONOBIOLOGIA DA VENDA: A HORA CERTA DE VENDER É QUANDO O CÉREBRO QUER COMPRAR,ECONOMIA,DESCONHECIDO
OUTRA,9788599519264,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,58,18.3,COMO ESCREVER UM TEXTO CIENTÍFICO,ECONOMIA,DESCONHECIDO
OUTRA,9788543207841,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,100,17.12,101 ÁREAS PROMISSORAS PARA INVESTIR EM E-COMMERCE,ECONOMIA,DESCONHECIDO
