Editora,ISBN,Ano,Edição,Origem,Encadernação,Idioma,País,Páginas,preço,nome,categoria,Autores
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,90.0,MUSÉE D'ORSAY,ARTES E FOTOGRAFIA,DESCONHECIDO
UFPR,8573352175,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,433,52.0,PALCOS E JORNAIS - REPRESENTAÇOES DO TEATRO EM CURITIBA ENTRE 1900 E 1930,ARTES E FOTOGRAFIA,MARTA MORAIS DA COSTA
KONEMANN DO BRASIL,3741919934,2019,1,IMPORTADO,BROCHURA,PORTUGUÊS,BRASIL,360,109.2,EROTICA III,ARTES E FOTOGRAFIA,DANIEL FEHR; ILYA RASHAP
CHIADO BRASIL,9895260997,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,204,46.0,A LUZ DA JANELA,ARTES E FOTOGRAFIA,DANNY BITTENCOURT
ELSEVIER (MEDICINA),8535230882,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,1120,805.0,IMPLANTES DENTAIS CONTEMPORÂNEOS,MEDICINA,CARL E. MISCH
MARCO ZERO EDITORA,8521316682,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,94,99.9,OS PRIMEIROS ANOS DO MEU BEBÊ,MEDICINA,AMY NEBENS
LEYA.,8577342050,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,49.0,NUTRIÇÃO NO ESPORTE,MEDICINA,MARCELO SALDANHA AOKI; REURY FRANK PEREIRA BACURAU
MARCO ZERO EDITORA,8521317107,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,74.9,IOGA É FÁCIL,MEDICINA,SAMANTHA MAGEE
GAIA EDITORA,8575551558,2007,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,45.0,EMAGREÇA & APAREÇA!,MEDICINA,WILSON RONDO JUNIOR
ROCCO,8532527515,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,39.9,A ARTE DA SEDUÇÃO,MEDICINA,ROBERT GREENE
HUCITEC EDITORA,8527102935,1995,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,112,40.0,MEMÓRIAS DA SAÚDE PÚBLICA,MEDICINA,MARIA DA PENHA COSTA VASCONCELLOS
PARRAMON PAIDOTRIBO,8434238209,2011,1,IMPORTADO,BROCHURA,ESPANHOL,ESPANHA,144,167.7,DIY MODA ¡HAZLO TU MISMA!,ARTES E FOTOGRAFIA,SELENA FRANCISBRYDEN
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,179.0,DISENO GRAFICO PARA MODA,ARTES E FOTOGRAFIA,DESCONHECIDO
CHIADO BRASIL,9895123396,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,252,27.0,PRIMEIRA DAMA,LITERATURA NACIONAL,SILVIA FERRANTE
CHIADO BRASIL,9895297572,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,412,36.0,POR ENTRE JANELAS,LITERATURA NACIONAL,CLARISSE SCOFIELD
CHIADO BRASIL,9893705789,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,112,33.0,POESIAS ESCRITAS À NOITE,LITERATURA NACIONAL,LUIZA TROTTA
CHIADO BRASIL,9893701430,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,154,55.0,É O QUE TEM PRA HOJE,LITERATURA NACIONAL,LUIS OLIVEIRA; NILO SIQUEIRA
COMPANHIA DAS LETRAS,6559210367,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,144,49.9,O ÚLTIMO GOZO DO MUNDO,LITERATURA NACIONAL,BERNARDO CARVALHO
COMPANHIA DE BOLSO,8535933441,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,64,29.9,RILKE SHAKE,LITERATURA NACIONAL,ANGELICA FREITAS
PLANETA DO BRASIL,8542206398,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,576,23.9,HOLOCAUSTO NUNCA MAIS,LITERATURA NACIONAL,AUGUSTO CURY
COMPANHIA DAS LETRAS,8535914307,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,304,54.9,AS MENINAS,LITERATURA NACIONAL,LYGIA FAGUNDES TELLES
COMPANHIA DAS LETRAS,8535928359,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,368,49.9,JANTAR SECRETO,LITERATURA NACIONAL,RAPHAEL MONTES
COMPANHIA DAS LETRAS,853590736X,2005,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,232,54.9,EU RECEBERIA AS PIORES NOTÍCIAS DOS SEUS LINDOS LÁBIOS,LITERATURA NACIONAL,MARÇAL AQUINO
NOVO SECULO,8576797119,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,216,24.9,BENDITO/ MALDITO,LITERATURA NACIONAL,NEWTON CESAR
COMPANHIA DAS LETRAS,8571640335,1989,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,200,49.9,LAVOURA ARCAICA,LITERATURA NACIONAL,RADUAN NASSAR
PARALELA,8584390677,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,37.9,O ALQUIMISTA,LITERATURA NACIONAL,PAULO COELHO
OUTRA,9786586049343,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,69.22,LAROUSSE DOS ÓLEOS ESSENCIAIS: GUIA COMPLETO DA AROMATERAPIA PARA A SAÚDE E O BEM-ESTAR,MEDICINA,DESCONHECIDO
EDITORA ATHENEU,6555861509,2021,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,456,170.82,FISIOTERAPIA EM GERONTOLOGIA CLÍNICA,MEDICINA,FLÁVIA MARIA CAMPOS DE ABREU
BELAS LETRAS,8581743307,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,136,29.9,BRUTO,LITERATURA NACIONAL,THEDY CORREA
SUMA DE LETRAS BRASI,8581053041,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,96,39.9,O VILAREJO,LITERATURA NACIONAL,RAPHAEL MONTES
GLOBAL EDITORA,8526021907,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,360,55.0,ROMANCEIRO DA INCONFIDÊNCIA,LITERATURA NACIONAL,CECILIA MEIRELES
ROCCO,8532529895,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,24.5,RIO-PARIS-RIO,LITERATURA NACIONAL,LUCIANA HIDALGO
LAFONTE,858186385X,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,20.0,RECORDAÇÕES DO ESCRIVÃO ISAÍAS CAMINHA,LITERATURA NACIONAL,LIMA BARRETO
ALFAGUARA BRASIL,8556520200,2016,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,112,54.9,MORTE E VIDA SEVERINA,LITERATURA NACIONAL,JOAO CABRAL DE MELO NETO
RECORD,8501081949,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,364,59.9,O ARROZ DE PALMA,LITERATURA NACIONAL,FRANCISCO AZEVEDO
JOSE OLYMPIO,8503013231,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,49.9,AS TRÊS MARIAS,LITERATURA NACIONAL,RACHEL DE QUEIROZ
JAMBO,8583650934,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,736,75.0,A FLECHA DE FOGO,LITERATURA NACIONAL,LEONEL CALDELA
NOVA FRONTEIRA,8520930328,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,271,43.9,ANTOLOGIA DE CRÔNICAS,LITERATURA NACIONAL,DESCONHECIDO
TLB,8542803175,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,280,39.9,A REALIDADE DE MADHU,LITERATURA NACIONAL,MELISSA TOBIAS
VERUS EDITORA,8576861984,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,476,49.9,PROCURA-SE UM MARIDO,LITERATURA NACIONAL,CARINA RISSI
AYINE,6586683068,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,92,16.9,AQUELES QUE QUEIMAM LIVROS,LITERATURA NACIONAL,GEORGE STEINER
OUTRA,9788575962299,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,72,43.68,A DIVINA COMÉDIA EM QUADRINHOS,LITERATURA NACIONAL,DESCONHECIDO
SEXTANTE,8543104947,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,384,49.9,POESIA REUNIDA,LITERATURA NACIONAL,BRUNA LOMBARDI
COMPANHIA DE BOLSO,8535934316,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,144,29.9,CAPÃO PECADO,LITERATURA NACIONAL,FERRÉZ
OUTRA,0,2014,1,USADO,BROCHURA,PORTUGUÊS,BRASIL,223,14.95,VOLTO QUANDO PUDER,LITERATURA NACIONAL,DESCONHECIDO
PLANETA DO BRASIL,8542206967,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,33.03,SE EU PUDESSE VIVER MINHA VIDA NOVAMENTE,LITERATURA NACIONAL,RUBEM ALVES
OUTRO PLANETA,8542214323,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,34.57,VOCÊ ACREDITA MESMO EM AMOR À PRIMEIRA VISTA?,LITERATURA NACIONAL,FABI SANTINA
COMPANHIA DAS LETRAS,8535933794,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,248,32.83,SOLUÇÃO DE DOIS ESTADOS,LITERATURA NACIONAL,MICHEL LAUB
LEYA,6556430404,2020,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,368,41.58,BOX CANÇÃO DA VIDA E ENTREGADOR DE SENTIMENTOS,LITERATURA NACIONAL,GABRIEL CHALITA
OUTRA,9788501109675,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,46.12,O DIÁRIO DE ANNE FRANK EM QUADRINHOS,LITERATURA NACIONAL,DESCONHECIDO
NOVA FRONTEIRA,8520927548,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,216,89.9,EXPLICANDO A LITERATURA NO BRASIL,LITERATURA NACIONAL,MARGARIDA DE AGUIAR PATRIOTA
EDITORA EUROPA LIVRO,8579604745,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,360,39.9,O JARDINEIRO DAS ESTRELAS,LITERATURA NACIONAL,AYDANO RORIZ
ODISSEIA,8562948160,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,232,59.0,"VIDA E O TEMPO EM TOM DE CONVERSA, A",LITERATURA NACIONAL,CARLOS EDUARDO FALCÃO UCHÔA
VIA LEITURA,8567097630,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,18.81,A FALÊNCIA,LITERATURA NACIONAL,JULIA LOPES DE ALMEIDA
EDITORA VENETA,8563137344,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,35.02,AGONIA DE UM PADRE CASADO,LITERATURA NACIONAL,GURGEL
GRAPHIA,8585277610,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,156,44.0,"OFICINA, A",LITERATURA NACIONAL,LUCIANA VIEGAS
MARTIN CLARET,8572324283,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,168,28.9,CLARA DOS ANJOS,LITERATURA NACIONAL,LIMA BARRETO
PLANETA DO BRASIL,8542212967,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,288,20.0,O LIVRO DO SILÊNCIO,LITERATURA NACIONAL,PJ PEREIRA
DUBLINENSE,8583180822,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,144,27.86,AMORES IMPOSSÍVEIS E OUTRAS PERTURBAÇÕES QUÂNTICAS,LITERATURA NACIONAL,LUCAS SILVEIRA
PLANETA DO BRASIL,8542206312,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,360,20.0,BOX PE. FÁBIO DE MELO - MULHERES,LITERATURA NACIONAL,FÁBIO DE MELO; PADRE FABIO DE MELO
OUTRO PLANETA,8542207688,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,272,42.9,O DIÁRIO INTERNACIONAL DE BABI,LITERATURA NACIONAL,CHRIS SALLES
ROCCO,8532530125,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,29.5,O REGRESSO,LITERATURA NACIONAL,LUCIA BETTENCOURT
COMPANHIA DE BOLSO,8535908331,2006,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,200,37.9,DOIS IRMÃOS,LITERATURA NACIONAL,MILTON HATOUM
COMPANHIA DAS LETRAS,8535929444,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,342,54.9,SUICIDAS,LITERATURA NACIONAL,RAPHAEL MONTES
REALEJO,8599905759,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,27.33,CAUSOS DA BOLA,LITERATURA NACIONAL,MICHEL LAURENCE
ESSENCIA,8542205162,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,504,20.0,O SAFADO DO 105,LITERATURA NACIONAL,MILA WANDER
COMPANHIA DAS LETRAS,853593121X,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,42.9,HOMEM-OBJETO E OUTRAS COISAS SOBRE SER MULHER,LITERATURA NACIONAL,TATI BERNARDI
COMPANHIA DAS LETRAS,8535929681,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,584,57.9,O TEMPO E O VENTO - PARTE II - O RETRATO (EDIÇÃO ECONÔMICA),LITERATURA NACIONAL,ERICO VERISSIMO
DIFEL (BRASIL),8574320684,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,384,79.9,ERA CLÁSSICA ( VOL. 2),LITERATURA NACIONAL,ANTONIO SOARES AMORA
COMPANHIA DAS LETRAS,8584390782,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,222,34.9,NA MARGEM DO RIO PIEDRA EU SENTEI E CHOREI,LITERATURA NACIONAL,PAULO COELHO
ALFAGUARA BRASIL,8556520049,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,120,44.9,O LIVRO DAS IGNORÃÇAS,LITERATURA NACIONAL,MANOEL DE BARROS
OUTRO PLANETA,8542214269,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,34.57,EU TENHO SÉRIOS POEMAS MENTAIS,LITERATURA NACIONAL,PEDRO SALOMÃO
PENGUIN COMPANHIA,8582850530,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,308,39.9,NUMA E A NINFA,LITERATURA NACIONAL,LIMA BARRETO
TUSQUETS,8542213742,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,400,59.9,CIDADE DE DEUS,LITERATURA NACIONAL,PAULO LINS
COMPANHIA DAS LETRAS,8535928855,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,584,74.9,DA POESIA,LITERATURA NACIONAL,HILDA HILST
COMPANHIA DAS LETRAS,8535929703,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,968,72.9,O TEMPO E O VENTO — PARTE III — O ARQUIPÉLAGO — VOLS. I A III,LITERATURA NACIONAL,ERICO VERISSIMO
NOVA FRONTEIRA,8520941486,2017,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,1024,199.9,ROMANCE DE DOM PANTERO NO PALCO DOS PECADORES  - BOX,LITERATURA NACIONAL,ARIANO SUASSUNA
COMPANHIA DAS LETRAS,8535911839,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,120,39.9,A MORTE E A MORTE DE QUINCAS BERRO D'ÁGUA,LITERATURA NACIONAL,JORGE AMADO
COMPANHIA DAS LETRAS,8535926704,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,176,49.9,NOVE NOITES,LITERATURA NACIONAL,BERNARDO CARVALHO
FEIC EDITORA,8569392036,2015,2,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,34.9,PERMITA-SE,LITERATURA NACIONAL,LUCIANA CASTRO
COMPANHIA DAS LETRAS,8535927638,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,176,47.9,K - RELATO DE UMA BUSCA,LITERATURA NACIONAL,BERNARDO KUCINSKI
RECORD,8501094579,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,384,69.9,A CABEÇA DE HUGO CHÁVEZ,LITERATURA NACIONAL,FLAVIO BRAGA
GLOBAL EDITORA,8526024841,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,45.0,UM PÉ DE MILHO,LITERATURA NACIONAL,RUBEM BRAGA
ACADEMIA DE INTELIGE,8542212614,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,39.9,UM AMOR DE SETE VIDAS,LITERATURA NACIONAL,SERGIO CHIMATTI
RECORD,8501075663,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,322,38.42,O AR QUE ELE RESPIRA,LITERATURA NACIONAL,BRITTAINY C CHERRY
CHIADO BRASIL,9895220480,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,148,36.0,PODEROSA LEVEZA DE SER,LITERATURA NACIONAL,RENATA ISA SANTORO
JURUA EDITORA,8536220589,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,382,97.9,"MORRO DAS SETE VOLTAS, O",LITERATURA NACIONAL,PAULO FERNANDO SILVEIRA
NOVAS PAGINAS,8581634338,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,39.9,"HEROI PARA ELA, UM",LITERATURA NACIONAL,LU PIRAS
MCGRAW-HILL PROFESSI,007174519X,2012,18,IMPORTADO,BROCHURA,INGLÊS,ESTADOS UNIDOS,1550,466.9,HARRISONS MANUAL OF MEDICINE,MEDICINA,VARIOS AUTORES
OUTRA,9788571063280,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,380,49.14,POLÍTICA NACIONAL DE SAÚDE PÚBLICA,MEDICINA,DESCONHECIDO
GUANABARA KOOGAN,8595150133,2021,4,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,184,159.0,HABILIDADES DE COMUNICAÇÃO CLÍNICA PARA MEDICINA,MEDICINA,LORRAINE NOBLE; MARGARET LLOYD; ROBERT BOR
OUTRA,9788574982083,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,184,55.98,"HUMANIZAÇÃO DOS CUIDADOS EM SAÚDE, A: UMA PROPOSTA CONCEITUAL",MEDICINA,DESCONHECIDO
OUTRA,9788543217871,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,100,17.12,"COMO VENCER A ANSIEDADE, A DEPRESSÃO E A INSÔNIA",MEDICINA,DESCONHECIDO
OUTRA,9788599977620,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,758,217.62,NUTRIÇÃO CLÍNICA: OBSTETRÍCIA E PEDIATRIA,MEDICINA,DESCONHECIDO
GUANABARA KOOGAN,8595157979,2021,6,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,153.0,EXAME NEUROLÓGICO SIMPLIFICADO,MEDICINA,GERAINT FULLER
RECORD,8501059250,2000,1,USADO,BROCHURA,PORTUGUÊS,BRASIL,224,27.45,EDUCAR SEM CULPA: A GÊNESE DA ÉTICA,MEDICINA,TANIA ZAGURY
OUTRA,9788598127194,2014,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,560,46.8,MANUAL PRÁTICO DE REPRODUÇÃO ASSISTIDA PARA O GINECOLOGISTA : DIREITO AO ASSUNTO,MEDICINA,DESCONHECIDO
TORDESILHAS,8564406586,2013,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,100,55.0,AS ARTIMANHAS DO NAPOLEÃO E OUTRAS BATALHAS COTIDIANAS,LITERATURA NACIONAL,ANTONIO CESTARO
OUTRA,9786586061093,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,25.65,"A ARTE DE DORMIR: COMO DORMIR MELHOR À NOITE PARA TER UM BOM, CALMO E BEM-SUCEDIDO DIA",MEDICINA,DESCONHECIDO
ESSENCIA,8542205855,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,288,52.9,O PULO DA GATA,LITERATURA NACIONAL,FERNANDA FRANÇA
OUTRA,9786599019289,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,85.72,FERIDAS E CURATIVOS,MEDICINA,DESCONHECIDO
OUTRA,9786588368268,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,168,58.73,HIPNOSE NO TRATAMENTO DO CÂNCER,MEDICINA,DESCONHECIDO
OUTRA,9786557080221,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,260,50.7,REUNIÕES DIALÓGICAS DE REDES SOCIAIS: FORMAS DE DIALOGISMO NO TRABALHO PSICOSSOCIAL,MEDICINA,DESCONHECIDO
OUTRA,9786588340035,2014,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,288,226.2,CARDIOLOGIA D’OR: PROTOCOLOS E CONDUTAS,MEDICINA,DESCONHECIDO
OUTRA,9788575411698,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,372,37.44,"A GRIPE ESPANHOLA NA BAHIA: SAÚDE, POLÍTICA E MEDICINA EM TEMPOS DE EPIDEMIA",MEDICINA,DESCONHECIDO
OUTRA,9788575410578,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,252,35.88,"TEXTOS HIPOCRÁTICOS: O DOENTE, O MÉDICO E A DOENÇA",MEDICINA,DESCONHECIDO
DUBLINENSE,8562757837,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,29.33,DIÁRIO DE UMA HIPOCONDRÍACA,LITERATURA NACIONAL,BETE GIACOMINI
OUTRA,9788575411612,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,328,32.76,"MISSÃO PREVENIR E PROTEGER: CONDIÇÕES DE VIDA, TRABALHO E SAÚDE DOS POLICIAIS MILITARES DO RIO DE JANEIRO",MEDICINA,DESCONHECIDO
OUTRA,9788575411490,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,11.7,PALEOPARASITOLOGIA,MEDICINA,DESCONHECIDO
OUTRA,9786586039108,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,212,57.8,UNIDADE BÁSICA: A SAÚDE PÚBLICA BRASILEIRA NA TV,MEDICINA,DESCONHECIDO
OUTRA,9788578082956,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,440,60.84,"BIOÉTICA, PESSOA E VIDA: UMA ABORDAGEM PERSONALISTA",MEDICINA,DESCONHECIDO
OUTRA,9788527403641,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,181,50.72,MANUAL DE LASER AURICULOPUNTURA EM MEDICINA E ODONTOLOGIA,MEDICINA,DESCONHECIDO
OUTRA,9788576551898,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,264,35.34,"MANIPULAÇAO DA COLUNA, DO TORAX E DA PELVE : UMA PERSPECTIVA OSTEOPATICA - ACOMPANHA DVD",MEDICINA,DESCONHECIDO
PAPIRUS,8530808657,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,144,46.9,AS MELHORES CRÔNICAS DE RUBEM ALVES,LITERATURA NACIONAL,RUBEM ALVES
NOVA ERA,8577013278,2010,2,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,44.9,"GRÁVIDA, EU? O QUE PRECISO SABER AGORA?",MEDICINA,SERGIO ROBERTO AMARAL MIRANDA
GUANABARA KOOGAN,8527737434,2021,10,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,1776,586.5,PORTH - FISIOPATOLOGIA,MEDICINA,TOMMIE L. NORRIS
OUTRA,9788563687296,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,144,141.44,ENFERMAGEM NEONATOLÓGICA E OBSTÉTRICA,MEDICINA,DESCONHECIDO
OUTRA,9788585141301,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,121,30.42,EM BUSCA DO FEMININO: ENSAIOS PSICANALÍTICOS,MEDICINA,DESCONHECIDO
PRINCIPIS,859431826X,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,19.9,ESPUMAS FLUTUANTES,LITERATURA NACIONAL,CASTRO ALVES
OUTRA,9788523005658,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,236,23.4,ANÁLISE DA ATUAÇÃO DA ENFERMAGEM NO AMBULATÓRIO: A DISTÂNCIA ENTRE SER E DEVER SER,MEDICINA,DESCONHECIDO
OUTRA,9788501080394,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,46.12,O AMOR E O SEXO,MEDICINA,DESCONHECIDO
LEYA,8577341410,2010,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,216,56.0,CONTOS OBSCUROS DE EDGAR ALLAN POE,LITERATURA NACIONAL,EDGAR ALLAN POE
OUTRA,9788563960122,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,80,32.76,"VELHO, EU? A CONSCIÊNCIA DO ENVELHECER",MEDICINA,DESCONHECIDO
OUTRA,9788571932203,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,222,47.58,BIOETICA: A ETICA DA VIDA SOB MULTIPLOS OLHARES,MEDICINA,DESCONHECIDO
COMPANHIA DE BOLSO,8535914080,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,328,37.9,ANTOLOGIA POÉTICA,LITERATURA NACIONAL,VINICIUS DE MORAES
GRAND CENTRAL,1455512796,2012,2012,USADO,CAPA DURA,INGLÊS,ESTADOS UNIDOS,224,87.59,"DASH DIET WEIGHT LOSS SOLUTION, THE",MEDICINA,MARLA HELLER
OUTRA,9788571932647,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,35.88,BIOQUÍMICA DO DIABETES MELITO,MEDICINA,DESCONHECIDO
OUTRA,9788571931091,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,248,46.8,VIGILÂNCIA TOXICOLÓGICA,MEDICINA,DESCONHECIDO
OUTRA,9788531505775,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,112,22.62,OS REMÉDIOS FLORAIS DO DR. BACH: INCLUINDO CURA-TE A TI MESMO. UMA EXPLICAÇÃO SOBRE A CAUSA REAL E A CURA DAS DOENÇAS E OS DOZE REMÉDIOS.,MEDICINA,DESCONHECIDO
OUTRA,9788576765288,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,272,41.43,É CLARO QUE EU AMO VOCÊ... AGORA VÁ PARA O SEU QUARTO,MEDICINA,DESCONHECIDO
CHIADO BRASIL,9895298684,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,66,32.0,BESOUROS,MEDICINA,GISELIA REIS
GLOBO LIVROS,6586047501,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,226,44.9,VIRE A CHAVE,MEDICINA,JAMES W. CLEMENT
